grafo,arquivoPesosGerado,qtdVertices,tamPopulacao,qtdGeracoes,taxaMutacao,taxaElitismo,taxaMutacaoAdultos,origem,destino
graph1.txt,pesos125.txt,1000,80,1000,15,10,2,999,1
graph1.txt,pesos126.txt,1000,80,100,15,10,10,999,1
graph1.txt,pesos127.txt,1000,80,1000,15,10,10,999,1
graph2.txt,pesos0.txt,1000,20,100,1,1,2,1,5
graph2.txt,pesos1.txt,1000,20,1000,1,1,2,1,5
graph2.txt,pesos2.txt,1000,20,100,1,1,10,1,5
graph2.txt,pesos3.txt,1000,20,1000,1,1,10,1,5
graph2.txt,pesos4.txt,1000,20,100,1,10,2,1,5
graph2.txt,pesos5.txt,1000,20,1000,1,10,2,1,5
graph2.txt,pesos6.txt,1000,20,100,1,10,10,1,5
graph2.txt,pesos7.txt,1000,20,1000,1,10,10,1,5
graph2.txt,pesos8.txt,1000,20,100,15,1,2,1,5
graph2.txt,pesos9.txt,1000,20,1000,15,1,2,1,5
graph2.txt,pesos10.txt,1000,20,100,15,1,10,1,5
graph2.txt,pesos10.txt,1000,20,100,15,1,10,1,5
graph2.txt,pesos11.txt,1000,20,1000,15,1,10,1,5
graph2.txt,pesos12.txt,1000,20,100,15,10,2,1,5
graph2.txt,pesos13.txt,1000,20,1000,15,10,2,1,5
graph2.txt,pesos14.txt,1000,20,100,15,10,10,1,5
graph2.txt,pesos15.txt,1000,20,1000,15,10,10,1,5
graph2.txt,pesos16.txt,1000,20,100,1,1,2,999,5
graph2.txt,pesos17.txt,1000,20,1000,1,1,2,999,5
graph2.txt,pesos18.txt,1000,20,100,1,1,10,999,5
graph2.txt,pesos19.txt,1000,20,1000,1,1,10,999,5
graph2.txt,pesos20.txt,1000,20,100,1,10,2,999,5
graph2.txt,pesos21.txt,1000,20,1000,1,10,2,999,5
graph2.txt,pesos22.txt,1000,20,100,1,10,10,999,5
graph2.txt,pesos23.txt,1000,20,1000,1,10,10,999,5
graph2.txt,pesos24.txt,1000,20,100,15,1,2,999,5
graph2.txt,pesos25.txt,1000,20,1000,15,1,2,999,5
graph2.txt,pesos26.txt,1000,20,100,15,1,10,999,5
graph2.txt,pesos27.txt,1000,20,1000,15,1,10,999,5
graph2.txt,pesos28.txt,1000,20,100,15,10,2,999,5
graph2.txt,pesos29.txt,1000,20,1000,15,10,2,999,5
graph2.txt,pesos30.txt,1000,20,100,15,10,10,999,5
graph2.txt,pesos31.txt,1000,20,1000,15,10,10,999,5
graph2.txt,pesos32.txt,1000,20,100,1,1,2,999,1
graph2.txt,pesos33.txt,1000,20,1000,1,1,2,999,1
graph2.txt,pesos34.txt,1000,20,100,1,1,10,999,1
graph2.txt,pesos35.txt,1000,20,1000,1,1,10,999,1
graph2.txt,pesos36.txt,1000,20,100,1,10,2,999,1
graph2.txt,pesos37.txt,1000,20,1000,1,10,2,999,1
graph2.txt,pesos38.txt,1000,20,100,1,10,10,999,1
graph2.txt,pesos39.txt,1000,20,1000,1,10,10,999,1
graph2.txt,pesos40.txt,1000,20,100,15,1,2,999,1
graph2.txt,pesos41.txt,1000,20,1000,15,1,2,999,1
graph2.txt,pesos42.txt,1000,20,100,15,1,10,999,1
graph2.txt,pesos43.txt,1000,20,1000,15,1,10,999,1
graph2.txt,pesos44.txt,1000,20,100,15,10,2,999,1
graph2.txt,pesos45.txt,1000,20,1000,15,10,2,999,1
graph2.txt,pesos46.txt,1000,20,100,15,10,10,999,1
graph2.txt,pesos47.txt,1000,20,1000,15,10,10,999,1
graph2.txt,pesos48.txt,1000,80,100,1,1,2,1,5
graph2.txt,pesos49.txt,1000,80,1000,1,1,2,1,5
graph2.txt,pesos50.txt,1000,80,100,1,1,10,1,5
graph2.txt,pesos51.txt,1000,80,1000,1,1,10,1,5
graph2.txt,pesos52.txt,1000,80,100,1,10,2,1,5
graph2.txt,pesos53.txt,1000,80,1000,1,10,2,1,5
graph2.txt,pesos54.txt,1000,80,100,1,10,10,1,5
graph2.txt,pesos55.txt,1000,80,1000,1,10,10,1,5
graph2.txt,pesos56.txt,1000,80,100,15,1,2,1,5
graph2.txt,pesos57.txt,1000,80,1000,15,1,2,1,5
graph2.txt,pesos58.txt,1000,80,100,15,1,10,1,5
graph2.txt,pesos59.txt,1000,80,1000,15,1,10,1,5
graph2.txt,pesos60.txt,1000,80,100,15,10,2,1,5
graph2.txt,pesos61.txt,1000,80,1000,15,10,2,1,5
graph2.txt,pesos62.txt,1000,80,100,15,10,10,1,5
graph2.txt,pesos63.txt,1000,80,1000,15,10,10,1,5
graph2.txt,pesos64.txt,1000,80,100,1,1,2,999,5
graph2.txt,pesos65.txt,1000,80,1000,1,1,2,999,5
graph2.txt,pesos66.txt,1000,80,100,1,1,10,999,5
graph2.txt,pesos67.txt,1000,80,1000,1,1,10,999,5
graph2.txt,pesos68.txt,1000,80,100,1,10,2,999,5
graph2.txt,pesos69.txt,1000,80,1000,1,10,2,999,5
graph2.txt,pesos70.txt,1000,80,100,1,10,10,999,5
graph2.txt,pesos71.txt,1000,80,1000,1,10,10,999,5
graph2.txt,pesos72.txt,1000,80,100,15,1,2,999,5
graph2.txt,pesos73.txt,1000,80,1000,15,1,2,999,5
graph2.txt,pesos74.txt,1000,80,100,15,1,10,999,5
graph2.txt,pesos75.txt,1000,80,1000,15,1,10,999,5
graph2.txt,pesos76.txt,1000,80,100,15,10,2,999,5
graph2.txt,pesos77.txt,1000,80,1000,15,10,2,999,5
graph2.txt,pesos78.txt,1000,80,100,15,10,10,999,5
graph2.txt,pesos79.txt,1000,80,1000,15,10,10,999,5
graph2.txt,pesos80.txt,1000,80,100,1,1,2,999,1
graph2.txt,pesos81.txt,1000,80,1000,1,1,2,999,1
graph2.txt,pesos82.txt,1000,80,100,1,1,10,999,1
graph2.txt,pesos83.txt,1000,80,1000,1,1,10,999,1
graph2.txt,pesos84.txt,1000,80,100,1,10,2,999,1
graph2.txt,pesos85.txt,1000,80,1000,1,10,2,999,1
graph2.txt,pesos86.txt,1000,80,100,1,10,10,999,1
graph2.txt,pesos87.txt,1000,80,1000,1,10,10,999,1
graph2.txt,pesos88.txt,1000,80,100,15,1,2,999,1
graph2.txt,pesos89.txt,1000,80,1000,15,1,2,999,1
graph2.txt,pesos90.txt,1000,80,100,15,1,10,999,1
graph2.txt,pesos91.txt,1000,80,1000,15,1,10,999,1
graph2.txt,pesos92.txt,1000,80,100,15,10,2,999,1
graph2.txt,pesos93.txt,1000,80,1000,15,10,2,999,1
graph2.txt,pesos94.txt,1000,80,100,15,10,10,999,1
graph2.txt,pesos95.txt,1000,80,1000,15,10,10,999,1
graph3.txt,pesos0.txt,1000,20,100,1,1,2,1,5
graph3.txt,pesos1.txt,1000,20,1000,1,1,2,1,5
graph3.txt,pesos2.txt,1000,20,100,1,1,10,1,5
graph3.txt,pesos3.txt,1000,20,1000,1,1,10,1,5
graph3.txt,pesos4.txt,1000,20,100,1,10,2,1,5
graph3.txt,pesos5.txt,1000,20,1000,1,10,2,1,5
graph3.txt,pesos6.txt,1000,20,100,1,10,10,1,5
graph3.txt,pesos7.txt,1000,20,1000,1,10,10,1,5
graph3.txt,pesos8.txt,1000,20,100,15,1,2,1,5
graph3.txt,pesos9.txt,1000,20,1000,15,1,2,1,5
graph3.txt,pesos10.txt,1000,20,100,15,1,10,1,5
graph3.txt,pesos11.txt,1000,20,1000,15,1,10,1,5
graph3.txt,pesos12.txt,1000,20,100,15,10,2,1,5
graph3.txt,pesos13.txt,1000,20,1000,15,10,2,1,5
graph3.txt,pesos14.txt,1000,20,100,15,10,10,1,5
graph3.txt,pesos15.txt,1000,20,1000,15,10,10,1,5
graph3.txt,pesos16.txt,1000,20,100,1,1,2,999,5
graph3.txt,pesos17.txt,1000,20,1000,1,1,2,999,5
graph3.txt,pesos18.txt,1000,20,100,1,1,10,999,5
graph3.txt,pesos19.txt,1000,20,1000,1,1,10,999,5
graph3.txt,pesos20.txt,1000,20,100,1,10,2,999,5
graph3.txt,pesos21.txt,1000,20,1000,1,10,2,999,5
graph3.txt,pesos22.txt,1000,20,100,1,10,10,999,5
graph3.txt,pesos23.txt,1000,20,1000,1,10,10,999,5
graph3.txt,pesos24.txt,1000,20,100,15,1,2,999,5
graph3.txt,pesos25.txt,1000,20,1000,15,1,2,999,5
graph3.txt,pesos26.txt,1000,20,100,15,1,10,999,5
graph3.txt,pesos27.txt,1000,20,1000,15,1,10,999,5
graph3.txt,pesos28.txt,1000,20,100,15,10,2,999,5
graph3.txt,pesos29.txt,1000,20,1000,15,10,2,999,5
graph3.txt,pesos30.txt,1000,20,100,15,10,10,999,5
graph3.txt,pesos31.txt,1000,20,1000,15,10,10,999,5
graph3.txt,pesos32.txt,1000,20,100,1,1,2,999,1
graph3.txt,pesos33.txt,1000,20,1000,1,1,2,999,1
graph3.txt,pesos34.txt,1000,20,100,1,1,10,999,1
graph3.txt,pesos35.txt,1000,20,1000,1,1,10,999,1
graph3.txt,pesos36.txt,1000,20,100,1,10,2,999,1
graph3.txt,pesos37.txt,1000,20,1000,1,10,2,999,1
graph3.txt,pesos38.txt,1000,20,100,1,10,10,999,1
graph3.txt,pesos39.txt,1000,20,1000,1,10,10,999,1
graph3.txt,pesos40.txt,1000,20,100,15,1,2,999,1
graph3.txt,pesos41.txt,1000,20,1000,15,1,2,999,1
graph3.txt,pesos42.txt,1000,20,100,15,1,10,999,1
graph3.txt,pesos43.txt,1000,20,1000,15,1,10,999,1
graph3.txt,pesos44.txt,1000,20,100,15,10,2,999,1
graph3.txt,pesos45.txt,1000,20,1000,15,10,2,999,1
graph3.txt,pesos46.txt,1000,20,100,15,10,10,999,1
graph3.txt,pesos47.txt,1000,20,1000,15,10,10,999,1
graph3.txt,pesos48.txt,1000,80,100,1,1,2,1,5
graph3.txt,pesos49.txt,1000,80,1000,1,1,2,1,5
graph3.txt,pesos50.txt,1000,80,100,1,1,10,1,5
graph3.txt,pesos51.txt,1000,80,1000,1,1,10,1,5
graph3.txt,pesos52.txt,1000,80,100,1,10,2,1,5
graph3.txt,pesos53.txt,1000,80,1000,1,10,2,1,5
graph3.txt,pesos54.txt,1000,80,100,1,10,10,1,5
graph3.txt,pesos55.txt,1000,80,1000,1,10,10,1,5
graph3.txt,pesos56.txt,1000,80,100,15,1,2,1,5
graph3.txt,pesos57.txt,1000,80,1000,15,1,2,1,5
graph3.txt,pesos58.txt,1000,80,100,15,1,10,1,5
graph3.txt,pesos59.txt,1000,80,1000,15,1,10,1,5
graph3.txt,pesos60.txt,1000,80,100,15,10,2,1,5
graph3.txt,pesos61.txt,1000,80,1000,15,10,2,1,5
graph3.txt,pesos62.txt,1000,80,100,15,10,10,1,5
graph3.txt,pesos63.txt,1000,80,1000,15,10,10,1,5
graph3.txt,pesos64.txt,1000,80,100,1,1,2,999,5
graph3.txt,pesos65.txt,1000,80,1000,1,1,2,999,5
graph3.txt,pesos66.txt,1000,80,100,1,1,10,999,5
graph3.txt,pesos67.txt,1000,80,1000,1,1,10,999,5
graph3.txt,pesos68.txt,1000,80,100,1,10,2,999,5
graph3.txt,pesos69.txt,1000,80,1000,1,10,2,999,5
graph3.txt,pesos70.txt,1000,80,100,1,10,10,999,5
graph3.txt,pesos71.txt,1000,80,1000,1,10,10,999,5
graph3.txt,pesos72.txt,1000,80,100,15,1,2,999,5
graph3.txt,pesos73.txt,1000,80,1000,15,1,2,999,5
graph3.txt,pesos74.txt,1000,80,100,15,1,10,999,5
graph3.txt,pesos75.txt,1000,80,1000,15,1,10,999,5
graph3.txt,pesos76.txt,1000,80,100,15,10,2,999,5
graph3.txt,pesos77.txt,1000,80,1000,15,10,2,999,5
graph3.txt,pesos78.txt,1000,80,100,15,10,10,999,5
graph3.txt,pesos79.txt,1000,80,1000,15,10,10,999,5
graph3.txt,pesos80.txt,1000,80,100,1,1,2,999,1
graph3.txt,pesos81.txt,1000,80,1000,1,1,2,999,1
graph3.txt,pesos83.txt,1000,80,1000,1,1,10,999,1
graph3.txt,pesos84.txt,1000,80,100,1,10,2,999,1
graph3.txt,pesos85.txt,1000,80,1000,1,10,2,999,1
graph3.txt,pesos86.txt,1000,80,100,1,10,10,999,1
graph3.txt,pesos87.txt,1000,80,1000,1,10,10,999,1
graph3.txt,pesos88.txt,1000,80,100,15,1,2,999,1
graph3.txt,pesos89.txt,1000,80,1000,15,1,2,999,1
graph3.txt,pesos90.txt,1000,80,100,15,1,10,999,1
graph3.txt,pesos91.txt,1000,80,1000,15,1,10,999,1
graph3.txt,pesos92.txt,1000,80,100,15,10,2,999,1
graph3.txt,pesos93.txt,1000,80,1000,15,10,2,999,1
graph3.txt,pesos94.txt,1000,80,100,15,10,10,999,1
graph3.txt,pesos95.txt,1000,80,1000,15,10,10,999,1
